paper_id_or_gap_id	publication_type	peer_review_status	venue_exact	issn	venue_family	venue_rank_scheme	venue_rank_value	venue_rank_year	rank_evidence_id	crossref_type	notes
P0617	proceedings-article	peer_reviewed	2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0618	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0619	proceedings-article	peer_reviewed	Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0621	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0622	proceedings-article	peer_reviewed	Proceedings of the 32nd ACM International Conference on Information and Knowledge Management		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0623	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0624	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0625	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0626	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0627	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0628	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0629	proceedings-article	peer_reviewed	Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0630	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0631	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0632	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0633	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0634	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0635	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0636	proceedings-article	peer_reviewed	Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0637	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0638	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0639	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0640	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0641	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0642	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0643	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0644	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0645	journal-article	peer_reviewed	Transactions of the Association for Computational Linguistics	2307-387X		sjr	Q1	2024	SJR2024-TACL	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0646	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0647	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics ACL 2024							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0648	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0649	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0650	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2022							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0651	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0652	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0653	proceedings-article	peer_reviewed	Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0654	proceedings-article	peer_reviewed	Proceedings of the 13th International Joint Conference on Natural Language Processing and the 3rd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0655	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0656	proceedings-article	peer_reviewed	Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0657	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0658	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2022							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0659	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0660	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0661	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0662	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0663	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0664	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0665	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0666	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0667	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0668	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0669	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0670	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0671	journal-article	peer_reviewed	Proceedings of the AAAI Conference on Artificial Intelligence		conference_journal_series					journal-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0672	proceedings-article	peer_reviewed	Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0673	journal-article	peer_reviewed	Transactions of the Association for Computational Linguistics	2307-387X		sjr	Q1	2024	SJR2024-TACL	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0674	proceedings-article	peer_reviewed	International Conference on Machine Learning								catalog evidence; primary_page_citation_tags
P0675	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0676	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0677	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0678	proceedings-article	peer_reviewed	Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0679	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0680	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0681	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0682	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: NAACL 2022							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0683	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2023							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0684	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0685	proceedings-article	peer_reviewed	Proceedings of the 29th International Conference on Computational Linguistics		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0686	journal-article	peer_reviewed	Proceedings of the AAAI Conference on Artificial Intelligence		conference_journal_series					journal-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0687	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0688	proceedings-article	peer_reviewed	Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0689	proceedings-article	peer_reviewed	Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0690	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2021							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0691	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0692	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2023								catalog evidence; primary_page_citation_tags
P0693	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0694	proceedings-article	peer_reviewed	Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0695	proceedings-article	peer_reviewed	Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0696	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2021							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0697	journal-article	peer_reviewed	IEEE Transactions on Dependable and Secure Computing	1545-5971		sjr	Q1	2024	SJR2024-TDSC	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0698	proceedings-article	peer_reviewed	Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0699	proceedings-article	peer_reviewed	Proceedings of the ACM Web Conference 2023		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0700	proceedings-article	peer_reviewed	Proceedings of the 44th International Conference on Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0701	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0702	proceedings-article	peer_reviewed	Proceedings of the ACM Web Conference 2022		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0703	proceedings-article	peer_reviewed	Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0704	proceedings-article	peer_reviewed	2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0705	journal-article	peer_reviewed	Proceedings of the AAAI Conference on Artificial Intelligence		conference_journal_series					journal-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0706	proceedings-article	peer_reviewed	2023 IEEE 39th International Conference on Data Engineering (ICDE)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0707	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0708	proceedings-article	peer_reviewed	2022 IEEE International Conference on Web Services (ICWS)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0709	proceedings-article	peer_reviewed	Proceedings of the 2021 ACM SIGCOMM 2021 Conference		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0710	journal-article	peer_reviewed	IEEE Transactions on Neural Networks and Learning Systems	2162-237X		sjr	Q1	2024	SJR2024-TNNLS	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0711	proceedings-article	peer_reviewed	2021 USENIX Annual Technical Conference (USENIX ATC 21)								catalog evidence; primary_page_citation_tags
P0712	proceedings-article	peer_reviewed	Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery &amp; Data Mining		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0713	proceedings-article	peer_reviewed	International Conference on Machine Learning								catalog evidence; primary_page_citation_tags
P0714	proceedings-article	peer_reviewed	Proceedings of the 11th ACM Conference on Emerging Networking Experiments and Technologies		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0715	proceedings-article	peer_reviewed	Proceedings of the Seventh COnference on emerging Networking EXperiments and Technologies		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0716	proceedings-article	peer_reviewed	Proceedings of the ACM SIGCOMM 2010 conference		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0717	proceedings-article	peer_reviewed	Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0718	proceedings-article	peer_reviewed	2020 IEEE 31st International Symposium on Software Reliability Engineering (ISSRE)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0719	proceedings-article	peer_reviewed	Proceedings of the 2022 International Conference on Management of Data		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0720	proceedings-article	peer_reviewed	Proceedings of the Seventeenth European Conference on Computer Systems		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0721	proceedings-article	peer_reviewed	2021 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0722	proceedings-article	peer_reviewed	17th USENIX Symposium on Networked Systems Design and Implementation (NSDI 20)								catalog evidence; primary_page_citation_tags
P0723	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0724	proceedings-article	peer_reviewed	Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0725	proceedings-article	peer_reviewed	21st USENIX Conference on File and Storage Technologies (FAST 23)								catalog evidence; primary_page_citation_tags
P0726	proceedings-article	peer_reviewed	2019 USENIX Annual Technical Conference (USENIX ATC 19)								catalog evidence; primary_page_citation_tags
P0727	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0728	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0729	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0730	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0731	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0732	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0733	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0734	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0735	proceedings-article	peer_reviewed	Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0736	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0737	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0738	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0739	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0740	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0741	proceedings-article	peer_reviewed	Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing: Industry Track		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0742	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0743	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0744	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0745	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0746	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0747	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0748	proceedings-article	peer_reviewed	Proceedings of the 24th Annual Meeting of the Special Interest Group on Discourse and Dialogue		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0749	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0750	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0751	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0752	proceedings-article	peer_reviewed	Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0753	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0754	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2023								catalog evidence; primary_page_citation_tags
P0755	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2023								catalog evidence; primary_page_citation_tags
P0756	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0757	proceedings-article	peer_reviewed	Companion Proceedings of the ACM on Web Conference 2025							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0758	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0759	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0760	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0761	proceedings-article	peer_reviewed	Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0762	book-chapter	peer_reviewed	Communications in Computer and Information Science; Big Data							book-chapter	catalog evidence; publisher_deposited_crossref_metadata
P0763	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0764	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0765	journal-article	peer_reviewed	IEEE Transactions on Services Computing	1939-1374		sjr	Q1	2024	SJR2024-TSC	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0766	proceedings-article	peer_reviewed	Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0767	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0768	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0769	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0770	journal-article	peer_reviewed	ACM Transactions on Software Engineering and Methodology	1049-331X		sjr	Q1	2024	SJR2024-TOSEM	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0771	proceedings-article	peer_reviewed	Proceedings of the ACM SIGCOMM 2023 Conference		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0772	proceedings-article	peer_reviewed	2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0773	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0774	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0775	proceedings-article	peer_reviewed	2022 IEEE 33rd International Symposium on Software Reliability Engineering (ISSRE)							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0776	proceedings-article	peer_reviewed	IEEE/ACM International Conference on Automated Software Engineering								catalog evidence; primary_page_citation_tags
P0777	journal-article	peer_reviewed	ACM SIGOPS Operating Systems Review		conference_journal_series					journal-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0778	book-chapter	peer_reviewed	Lecture Notes in Computer Science; Service-Oriented Computing – ICSOC 2020 Workshops							book-chapter	catalog evidence; publisher_deposited_crossref_metadata
P0779	proceedings-article	peer_reviewed	Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0780	proceedings-article	peer_reviewed	Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0781	journal-article	peer_reviewed	IEEE Transactions on Network and Service Management	1932-4537		sjr	Q1	2024	SJR2024-TNSM	journal-article	catalog evidence; publisher_deposited_crossref_metadata
P0782	proceedings-article	peer_reviewed	Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0783	proceedings-article	peer_reviewed	Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0784	proceedings-article	peer_reviewed	Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
P0785	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2024								catalog evidence; primary_page_citation_tags
P0786	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0787	proceedings-article	peer_reviewed	Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0788	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0789	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0790	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: ACL 2023								catalog evidence; primary_page_citation_tags
P0791	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0792	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: EMNLP 2023								catalog evidence; primary_page_citation_tags
P0793	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0794	proceedings-article	peer_reviewed	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0795	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0796	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0797	proceedings-article	peer_reviewed	Findings of the Association for Computational Linguistics: NAACL 2024								catalog evidence; primary_page_citation_tags
P0798	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0799	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0800	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0801	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0802	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0803	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0804	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0805	proceedings-article	peer_reviewed	Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0806	proceedings-article	peer_reviewed	Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0807	proceedings-article	peer_reviewed	Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		conference_journal_series						catalog evidence; primary_page_citation_tags; conference journal series; excluded from SJR Q1
P0808	preprint	preprint									catalog evidence; arxiv_deposited_datacite_metadata; arXiv-only evidence; not peer review
P0809	proceedings-article	peer_reviewed	Companion Proceedings of the ACM on Web Conference 2025							proceedings-article	catalog evidence; publisher_deposited_crossref_metadata
P0810	proceedings-article	peer_reviewed	Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval		conference_journal_series					proceedings-article	catalog evidence; publisher_deposited_crossref_metadata; conference journal series; excluded from SJR Q1
