paper_id	title	reference_title	authors	preprint_year	publication_year	venue	arxiv_id	publication_doi	canonical_url	reference_url	metadata_source_url	publication_metadata_url	identity_status	acquisition_status	read_depth	fulltext_local_available	priority_reading
P0699	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE	Unsupervised Anomaly Detection on Microservice Traces through Graph VAE	Zhe Xie; Haowen Xu; Wenxiao Chen; Wanxue Li; Huai Jiang; Liangfei Su; Hanzhang Wang; Dan Pei		2023	Proceedings of the ACM Web Conference 2023		10.1145/3543507.3583215	https://netman.aiops.org/wp-content/uploads/2023/02/TraceVAE.pdf	https://doi.org/10.1145/3543507.3583215	https://api.crossref.org/works/10.1145%2F3543507.3583215		matched	rescued_primary_metadata	metadata_only	False	False
P0700	DeepTraLog: Trace-Log Combined Microservice Anomaly Detection through Graph-based Deep Learning	DeepTraLog: trace-log combined microservice anomaly detection through graph-based deep learning	Chenxi Zhang; Xin Peng; Chaofeng Sha; Ke Zhang; Zhenqing Fu; Xiya Wu; Qingwei Lin; Dongmei Zhang		2022	Proceedings of the 44th International Conference on Software Engineering		10.1145/3510003.3510180	https://cspengxin.github.io/publications/icse22-DeepTraLog.pdf	https://doi.org/10.1145/3510003.3510180	https://api.crossref.org/works/10.1145%2F3510003.3510180		matched	rescued_primary_metadata	metadata_only	False	False
P0701	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding	Detecting Spacecraft Anomalies Using LSTMs and Nonparametric Dynamic Thresholding	Hundman, Kyle; Constantinou, Valentino; Laporte, Christopher; Colwell, Ian; Soderstrom, Tom	2018			1802.04431		https://arxiv.org/abs/1802.04431	https://arxiv.org/abs/1802.04431	https://api.datacite.org/dois/10.48550/arxiv.1802.04431		matched	ok	abstract_available_not_read	False	False
P0702	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems	A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems	Tao Huang; Pengfei Chen; Ruipeng Li		2022	Proceedings of the ACM Web Conference 2022		10.1145/3485447.3511984	https://doi.org/10.1145/3485447.3511984	https://doi.org/10.1145/3485447.3511984	https://api.crossref.org/works/10.1145%2F3485447.3511984		matched	200	metadata_only	False	False
P0703	Human-in-the-loop Outlier Detection	Human-in-the-loop Outlier Detection	Chengliang Chai; Lei Cao; Guoliang Li; Jian Li; Yuyu Luo; Samuel Madden		2020	Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data		10.1145/3318464.3389772	https://dbgroup.cs.tsinghua.edu.cn/ligl/papers/sigmod20-outlier.pdf	https://doi.org/10.1145/3318464.3389772	https://api.crossref.org/works/10.1145%2F3318464.3389772		matched	rescued_primary_metadata	metadata_only	False	False
P0704	Semi-supervised Log-based Anomaly Detection via Probabilistic Label Estimation	Semi-Supervised Log-Based Anomaly Detection via Probabilistic Label Estimation	Lin Yang; Junjie Chen; Zan Wang; Weijing Wang; Jiajun Jiang; Xuyuan Dong; Wenbin Zhang		2021	2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)		10.1109/icse43902.2021.00130	https://ieeexplore.ieee.org/document/9401970	https://doi.org/10.1109/icse43902.2021.00130	https://api.crossref.org/works/10.1109%2Ficse43902.2021.00130		matched	rescued_primary_metadata	metadata_only	False	False
P0705	High Significant Fault Detection in Azure Core Workload Insights	High Significant Fault Detection in Azure Core Workload Insights	Pranay Lohia; Laurent Boué; Sharath Ranganath; Vijay Agneeswaran		2024	Proceedings of the AAAI Conference on Artificial Intelligence		10.1609/aaai.v38i21.30312	https://ojs.aaai.org/index.php/AAAI/article/view/30312	https://doi.org/10.1609/aaai.v38i21.30312	https://api.crossref.org/works/10.1609%2Faaai.v38i21.30312		matched	rescued_primary_metadata	metadata_only	False	False
P0706	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation	DBCatcher: A Cloud Database Online Anomaly Detection System based on Indicator Correlation	Guangyu Zhang; Chunhua Li; Ke Zhou; Li Liu; Ce Zhang; Wancheng Chen; Haotian Fang; Bin Cheng; Jie Yang; Jiashu Xing		2023	2023 IEEE 39th International Conference on Data Engineering (ICDE)		10.1109/icde55515.2023.00091	https://ieeexplore.ieee.org/document/10184680	https://doi.org/10.1109/icde55515.2023.00091	https://api.crossref.org/works/10.1109%2Ficde55515.2023.00091		matched	rescued_primary_metadata	metadata_only	False	False
P0707	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn	AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn	Xu, Zhentao; Wang, Ruoying; Balaji, Girish; Bundele, Manas; Liu, Xiaofei; Liu, Leo; Wang, Tie	2023			2306.01977		https://arxiv.org/abs/2306.01977	https://arxiv.org/abs/2306.01977	https://api.datacite.org/dois/10.48550/arxiv.2306.01977		matched	ok	abstract_available_not_read	False	False
P0708	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services	TS-InvarNet: Anomaly Detection and Localization based on Tempo-spatial KPI Invariants in Distributed Services	Zijun Hu; Pengfei Chen; Guangba Yu; Zilong He; Xiaoyun Li		2022	2022 IEEE International Conference on Web Services (ICWS)		10.1109/icws55610.2022.00031	https://yuxiaoba.github.io/publication/tsinvarnet22/tsInvarNet22.pdf	https://doi.org/10.1109/icws55610.2022.00031	https://api.crossref.org/works/10.1109%2Ficws55610.2022.00031		matched	rescued_primary_metadata	metadata_only	False	False
P0709	A Composition Framework for Change Management	A composition framework for change management	Ajay Mahimkar; Carlos Eduardo de Andrade; Rakesh Sinha; Giritharan Rana		2021	Proceedings of the 2021 ACM SIGCOMM 2021 Conference		10.1145/3452296.3472901	https://doi.org/10.1145/3452296.3472901	https://doi.org/10.1145/3452296.3472901	https://api.crossref.org/works/10.1145%2F3452296.3472901		matched	200	metadata_only	False	False
P0710	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems	A Spatiotemporal Deep Learning Approach for Unsupervised Anomaly Detection in Cloud Systems	Zilong He; Pengfei Chen; Xiaoyun Li; Yongfeng Wang; Guangba Yu; Cailin Chen; Xinrui Li; Zibin Zheng		2023	IEEE Transactions on Neural Networks and Learning Systems		10.1109/tnnls.2020.3027736	https://ieeexplore.ieee.org/document/9228885	https://doi.org/10.1109/tnnls.2020.3027736	https://api.crossref.org/works/10.1109%2Ftnnls.2020.3027736		matched	rescued_primary_metadata	metadata_only	False	False
P0711	Jump-Starting Multivariate Time Series Anomaly Detection for Online Service Systems	{Jump-Starting} Multivariate Time Series Anomaly Detection for Online Service Systems	Minghua Ma; Shenglin Zhang; Junjie Chen; Jim Xu; Haozhe Li; Yongliang Lin; Xiaohui Nie; Bo Zhou; Yong Wang; Dan Pei		2021	2021 USENIX Annual Technical Conference (USENIX ATC 21)			https://www.usenix.org/system/files/atc21-ma.pdf	https://www.usenix.org/system/files/atc21-ma.pdf	https://www.usenix.org/conference/atc21/presentation/ma		matched	rescued_primary_metadata	metadata_only	False	False
P0712	USAD: UnSupervised Anomaly Detection on Multivariate Time Series	USAD: UnSupervised Anomaly Detection on Multivariate Time Series	Julien Audibert; Pietro Michiardi; Frédéric Guyard; Sébastien Marti; Maria A. Zuluaga		2020	Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery &amp; Data Mining		10.1145/3394486.3403392	https://doi.org/10.1145/3394486.3403392	https://doi.org/10.1145/3394486.3403392	https://api.crossref.org/works/10.1145%2F3394486.3403392		matched	200	metadata_only	False	False
P0713	Robust random cut forest based anomaly detection on streams	Robust Random Cut Forest Based Anomaly Detection on Streams	Sudipto Guha; Nina Mishra; Gourav Roy; Okke Schrijvers		2016	International Conference on Machine Learning			https://proceedings.mlr.press/v48/guha16.pdf	https://proceedings.mlr.press/v48/guha16.pdf	https://proceedings.mlr.press/v48/guha16.html		matched	rescued_primary_metadata	metadata_only	False	False
P0714	Rapid and Robust Impact Assessment of Software Changes in Large Internet-based Services	Rapid and robust impact assessment of software changes in large internet-based services	Shenglin Zhang; Ying Liu; Dan Pei; Yu Chen; Xianping Qu; Shimin Tao; Zhi Zang		2015	Proceedings of the 11th ACM Conference on Emerging Networking Experiments and Technologies		10.1145/2716281.2836087	https://conferences2.sigcomm.org/co-next/2015/img/papers/conext15-final2.pdf	https://doi.org/10.1145/2716281.2836087	https://api.crossref.org/works/10.1145%2F2716281.2836087		matched	rescued_primary_metadata	metadata_only	False	False
P0715	Rapid Detection of Maintenance Induced Changes in Service Performance	Rapid detection of maintenance induced changes in service performance	Ajay Mahimkar; Zihui Ge; Jia Wang; Jennifer Yates; Yin Zhang; Joanne Emmons; Brian Huntley; Mark Stockert		2011	Proceedings of the Seventh COnference on emerging Networking EXperiments and Technologies		10.1145/2079296.2079309	https://www.cs.utexas.edu/~yzhang/papers/prism-conext11.pdf	https://doi.org/10.1145/2079296.2079309	https://api.crossref.org/works/10.1145%2F2079296.2079309		matched	rescued_primary_metadata	metadata_only	False	False
P0716	Detecting the Performance Impact of Upgrades in Large Operational Networks	Detecting the performance impact of upgrades in large operational networks	Ajay Anil Mahimkar; Han Hee Song; Zihui Ge; Aman Shaikh; Jia Wang; Jennifer Yates; Yin Zhang; Joanne Emmons		2010	Proceedings of the ACM SIGCOMM 2010 conference		10.1145/1851182.1851219	https://www.cs.utexas.edu/~yzhang/papers/mercury-sigc10.pdf	https://doi.org/10.1145/1851182.1851219	https://api.crossref.org/works/10.1145%2F1851182.1851219		matched	rescued_primary_metadata	metadata_only	False	False
P0717	TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis	TraceCRL: contrastive representation learning for microservice trace analysis	Chenxi Zhang; Xin Peng; Tong Zhou; Chaofeng Sha; Zhenghui Yan; Yiru Chen; Hong Yang		2022	Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering		10.1145/3540250.3549146	https://doi.org/10.1145/3540250.3549146	https://doi.org/10.1145/3540250.3549146	https://api.crossref.org/works/10.1145%2F3540250.3549146		matched	200	metadata_only	False	False
P0718	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks	Unsupervised Detection of Microservice Trace Anomalies through Service-Level Deep Bayesian Networks	Ping Liu; Haowen Xu; Qianyu Ouyang; Rui Jiao; Zhekang Chen; Shenglin Zhang; Jiahai Yang; Linlin Mo; Jice Zeng; Wenman Xue; Dan Pei		2020	2020 IEEE 31st International Symposium on Software Reliability Engineering (ISSRE)		10.1109/issre5003.2020.00014	https://ieeexplore.ieee.org/document/9251058	https://doi.org/10.1109/issre5003.2020.00014	https://api.crossref.org/works/10.1109%2Fissre5003.2020.00014		matched	rescued_primary_metadata	metadata_only	False	False
P0719	Unsupervised Contextual Anomaly Detection for Database Systems	Unsupervised Contextual Anomaly Detection for Database Systems	Sainan Li; Qilei Yin; Guoliang Li; Qi Li; Zhuotao Liu; Jinwei Zhu		2022	Proceedings of the 2022 International Conference on Management of Data		10.1145/3514221.3517861	https://dbgroup.cs.tsinghua.edu.cn/ligl/papers/anomaly-detection-sigmod2022.pdf	https://doi.org/10.1145/3514221.3517861	https://api.crossref.org/works/10.1145%2F3514221.3517861		matched	rescued_primary_metadata	metadata_only	False	False
P0720	Hybrid Anomaly Detection and Prioritization for Network Logs at Cloud Scale	Hybrid anomaly detection and prioritization for network logs at cloud scale	David Ohana; Bruno Wassermann; Nicolas Dupuis; Elliot Kolodner; Eran Raichstein; Michal Malka		2022	Proceedings of the Seventeenth European Conference on Computer Systems		10.1145/3492321.3519566	https://doi.org/10.1145/3492321.3519566	https://doi.org/10.1145/3492321.3519566	https://api.crossref.org/works/10.1145%2F3492321.3519566		matched	200	metadata_only	False	False
P0721	Sentiment Analysis based Error Detection for Large-Scale Systems	Sentiment Analysis based Error Detection for Large-Scale Systems	Khalid Ayedh Alharthi; Arshad Jhumka; Sheng Di; Franck Cappello; Edward Chuah		2021	2021 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)		10.1109/dsn48987.2021.00037	https://ieeexplore.ieee.org/document/9505163	https://doi.org/10.1109/dsn48987.2021.00037	https://api.crossref.org/works/10.1109%2Fdsn48987.2021.00037		matched	rescued_primary_metadata	metadata_only	False	False
P0722	Gandalf: An Intelligent, End-To-End Analytics Service for Safe Deployment in Large-Scale Cloud Infrastructure	Gandalf: An Intelligent, {End-To-End} Analytics Service for Safe Deployment in {Large-Scale} Cloud Infrastructure 	Ze Li; Qian Cheng; Ken Hsieh; Yingnong Dang; Peng Huang; Pankaj Singh; Xinsheng Yang; Qingwei Lin; Youjiang Wu; Sebastien Levy; Murali Chintalapati		2020	17th USENIX Symposium on Networked Systems Design and Implementation (NSDI 20)			https://www.usenix.org/conference/nsdi20/presentation/li	https://www.usenix.org/conference/nsdi20/presentation/li	https://www.usenix.org/conference/nsdi20/presentation/li		matched	200	metadata_only	False	False
P0723	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning	Heterogeneous Anomaly Detection for Software Systems via Attentive Multi-modal Learning	Li, Baitong; Yang, Tianyi; Chen, Zhuangbin; Su, Yuxin; Yang, Yongqiang; Lyu, Michael R.	2022			2207.02918		https://arxiv.org/abs/2207.02918	https://arxiv.org/abs/2207.02918	https://api.datacite.org/dois/10.48550/arxiv.2207.02918		matched	ok	abstract_available_not_read	False	False
P0724	Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems	Identifying bad software changes via multimodal anomaly detection for online service systems	Nengwen Zhao; Junjie Chen; Zhaoyang Yu; Honglin Wang; Jiesong Li; Bin Qiu; Hongyu Xu; Wenchi Zhang; Kaixin Sui; Dan Pei		2021	Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering		10.1145/3468264.3468543	https://doi.org/10.1145/3468264.3468543	https://doi.org/10.1145/3468264.3468543	https://api.crossref.org/works/10.1145%2F3468264.3468543		matched	200	metadata_only	False	False
P0725	Perseus: A Fail-Slow Detection Framework for Cloud Storage Systems	Perseus: A {Fail-Slow} Detection Framework for Cloud Storage Systems	Ruiming Lu; Erci Xu; Yiming Zhang; Fengyi Zhu; Zhaosheng Zhu; Mengtian Wang; Zongpeng Zhu; Guangtao Xue; Jiwu Shu; Minglu Li; Jiesheng Wu		2023	21st USENIX Conference on File and Storage Technologies (FAST 23)			https://www.usenix.org/conference/fast23/presentation/lu	https://www.usenix.org/conference/fast23/presentation/lu	https://www.usenix.org/conference/fast23/presentation/lu		matched	200	metadata_only	False	False
P0726	IASO: A Fail-Slow Detection and Mitigation Framework for Distributed Storage Services	{IASO}: A {Fail-Slow} Detection and Mitigation Framework for Distributed Storage Services	Biswaranjan Panda; Deepthi Srinivasan; Huan Ke; Karan Gupta; Vinayak Khot; Haryadi S. Gunawi		2019	2019 USENIX Annual Technical Conference (USENIX ATC 19)			https://www.usenix.org/system/files/atc19-panda_0.pdf	https://www.usenix.org/system/files/atc19-panda_0.pdf	https://www.usenix.org/conference/atc19/presentation/panda		matched	rescued_primary_metadata	metadata_only	False	False
P0727	Towards a Rigorous Evaluation of Time-series Anomaly Detection	Towards a Rigorous Evaluation of Time-series Anomaly Detection	Kim, Siwon; Choi, Kukjin; Choi, Hyun-Soo; Lee, Byunghan; Yoon, Sungroh	2021			2109.05257		https://arxiv.org/abs/2109.05257	https://arxiv.org/abs/2109.05257	https://api.datacite.org/dois/10.48550/arxiv.2109.05257		matched	ok	abstract_available_not_read	False	False
P0728	Large Language Models for Information Retrieval: A Survey	Large Language Models for Information Retrieval: A Survey	Zhu, Yutao; Yuan, Huaying; Wang, Shuting; Liu, Jiongnan; Liu, Wenhan; Deng, Chenlong; Chen, Haonan; Liu, Zheng; Dou, Zhicheng; Wen, Ji-Rong	2023			2308.07107		https://arxiv.org/abs/2308.07107	https://arxiv.org/abs/2308.07107	https://api.datacite.org/dois/10.48550/arxiv.2308.07107		matched	ok	abstract_available_not_read	False	False
P0729	Generative and Pseudo-Relevant Feedback for Sparse, Dense and Learned Sparse Retrieval	Generative and Pseudo-Relevant Feedback for Sparse, Dense and Learned Sparse Retrieval	Mackie, Iain; Chatterjee, Shubham; Dalton, Jeffrey	2023			2305.07477		https://arxiv.org/abs/2305.07477	https://arxiv.org/abs/2305.07477	https://api.datacite.org/dois/10.48550/arxiv.2305.07477		matched	ok	abstract_available_not_read	False	False
P0730	Generative Relevance Feedback with Large Language Models	Generative Relevance Feedback with Large Language Models	Mackie, Iain; Chatterjee, Shubham; Dalton, Jeffrey	2023			2304.13157		https://arxiv.org/abs/2304.13157	https://arxiv.org/abs/2304.13157	https://api.datacite.org/dois/10.48550/arxiv.2304.13157		matched	ok	abstract_available_not_read	False	False
P0731	GRM: Generative Relevance Modeling Using Relevance-Aware Sample Estimation for Document Retrieval	GRM: Generative Relevance Modeling Using Relevance-Aware Sample Estimation for Document Retrieval	Mackie, Iain; Sekulic, Ivan; Chatterjee, Shubham; Dalton, Jeffrey; Crestani, Fabio	2023			2306.09938		https://arxiv.org/abs/2306.09938	https://arxiv.org/abs/2306.09938	https://api.datacite.org/dois/10.48550/arxiv.2306.09938		matched	ok	abstract_available_not_read	False	False
P0732	Large Language Models are Strong Zero-Shot Retriever	Large Language Models are Strong Zero-Shot Retriever	Shen, Tao; Long, Guodong; Geng, Xiubo; Tao, Chongyang; Zhou, Tianyi; Jiang, Daxin	2023			2304.14233		https://arxiv.org/abs/2304.14233	https://arxiv.org/abs/2304.14233	https://api.datacite.org/dois/10.48550/arxiv.2304.14233		matched	ok	abstract_available_not_read	False	False
P0733	Enhancing Conversational Search: Large Language Model-Aided Informative Query Rewriting	Enhancing Conversational Search: Large Language Model-Aided Informative Query Rewriting	Fanghua Ye; Meng Fang; Shenghui Li; Emine Yilmaz		2023	Findings of the Association for Computational Linguistics: EMNLP 2023		10.18653/v1/2023.findings-emnlp.398	https://aclanthology.org/2023.findings-emnlp.398/	https://doi.org/10.18653/v1/2023.findings-emnlp.398	https://aclanthology.org/2023.findings-emnlp.398/		matched	200	abstract_available_not_read	False	False
P0734	Can generative LLMs create query variants for test collections? An exploratory study	Can Generative LLMs Create Query Variants for Test Collections? An Exploratory Study	Alaofi, Marwah; Gallagher, Luke; Sanderson, Mark; Scholer, Falk; Thomas, Paul	2025			2501.17981		https://arxiv.org/abs/2501.17981	https://arxiv.org/abs/2501.17981	https://api.datacite.org/dois/10.48550/arxiv.2501.17981		matched	ok	abstract_available_not_read	False	False
P0735	Corpus-Steered Query Expansion with Large Language Models	Corpus-Steered Query Expansion with Large Language Models	Yibin Lei; Yu Cao; Tianyi Zhou; Tao Shen; Andrew Yates		2024	Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)		10.18653/v1/2024.eacl-short.34	https://aclanthology.org/2024.eacl-short.34/	https://doi.org/10.18653/v1/2024.eacl-short.34	https://aclanthology.org/2024.eacl-short.34/		matched	200	abstract_available_not_read	False	False
P0736	Can Query Expansion Improve Generalization of Strong Cross-Encoder Rankers?	Can Query Expansion Improve Generalization of Strong Cross-Encoder Rankers?	Li, Minghan; Zhuang, Honglei; Hui, Kai; Qin, Zhen; Lin, Jimmy; Jagerman, Rolf; Wang, Xuanhui; Bendersky, Michael	2023			2311.09175		https://arxiv.org/abs/2311.09175	https://arxiv.org/abs/2311.09175	https://api.datacite.org/dois/10.48550/arxiv.2311.09175		matched	ok	abstract_available_not_read	False	False
P0737	Query Performance Prediction using Relevance Judgments Generated by Large Language Models	Query Performance Prediction using Relevance Judgments Generated by Large Language Models	Meng, Chuan; Arabzadeh, Negar; Askari, Arian; Aliannejadi, Mohammad; de Rijke, Maarten	2024			2404.01012		https://arxiv.org/abs/2404.01012	https://arxiv.org/abs/2404.01012	https://api.datacite.org/dois/10.48550/arxiv.2404.01012		matched	ok	abstract_available_not_read	False	False
P0738	RaFe: Ranking Feedback Improves Query Rewriting for RAG	RaFe: Ranking Feedback Improves Query Rewriting for RAG	Mao, Shengyu; Jiang, Yong; Chen, Boli; Li, Xiao; Wang, Peng; Wang, Xinyu; Xie, Pengjun; Huang, Fei; Chen, Huajun; Zhang, Ningyu	2024			2405.14431		https://arxiv.org/abs/2405.14431	https://arxiv.org/abs/2405.14431	https://api.datacite.org/dois/10.48550/arxiv.2405.14431		matched	ok	abstract_available_not_read	False	False
P0739	Crafting the Path: Robust Query Rewriting for Information Retrieval	Crafting the Path: Robust Query Rewriting for Information Retrieval	Baek, Ingeol; Lee, Jimin; Yang, Joonho; Lee, Hwanhee	2024			2407.12529		https://arxiv.org/abs/2407.12529	https://arxiv.org/abs/2407.12529	https://api.datacite.org/dois/10.48550/arxiv.2407.12529		matched	ok	abstract_available_not_read	False	False
P0740	Query Rewriting for Retrieval-Augmented Large Language Models	Query Rewriting in Retrieval-Augmented Large Language Models	Xinbei Ma; Yeyun Gong; Pengcheng He; Hai Zhao; Nan Duan	2023	2023	Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing	2305.14283	10.18653/v1/2023.emnlp-main.322	https://arxiv.org/abs/2305.14283	https://doi.org/10.18653/v1/2023.emnlp-main.322	https://api.datacite.org/dois/10.48550/arxiv.2305.14283	https://api.crossref.org/works/10.18653%2Fv1%2F2023.emnlp-main.322	matched	ok	abstract_only	True	True
P0741	QUILL: Query Intent with Large Language Models using Retrieval Augmentation and Multi-stage Distillation	QUILL: Query Intent with Large Language Models using Retrieval Augmentation and Multi-stage Distillation	Krishna Srinivasan; Karthik Raman; Anupam Samanta; Lingrui Liao; Luca Bertelli; Michael Bendersky		2022	Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing: Industry Track		10.18653/v1/2022.emnlp-industry.50	https://aclanthology.org/2022.emnlp-industry.50/	https://doi.org/10.18653/v1/2022.emnlp-industry.50	https://aclanthology.org/2022.emnlp-industry.50/		matched	200	abstract_available_not_read	False	False
P0742	Synergistic Interplay between Search and Large Language Models for Information Retrieval	Synergistic Interplay between Search and Large Language Models for Information Retrieval	Feng, Jiazhan; Tao, Chongyang; Geng, Xiubo; Shen, Tao; Xu, Can; Long, Guodong; Zhao, Dongyan; Jiang, Daxin	2023			2305.07402		https://arxiv.org/abs/2305.07402	https://arxiv.org/abs/2305.07402	https://api.datacite.org/dois/10.48550/arxiv.2305.07402		matched	ok	abstract_available_not_read	False	False
P0743	InPars: Data Augmentation for Information Retrieval using Large Language Models	InPars: Data Augmentation for Information Retrieval using Large Language Models	Bonifacio, Luiz; Abonizio, Hugo; Fadaee, Marzieh; Nogueira, Rodrigo	2022			2202.05144		https://arxiv.org/abs/2202.05144	https://arxiv.org/abs/2202.05144	https://api.datacite.org/dois/10.48550/arxiv.2202.05144		matched	ok	abstract_available_not_read	False	False
P0744	Pre-training with Large Language Model-based Document Expansion for Dense Passage Retrieval	Pre-training with Large Language Model-based Document Expansion for Dense Passage Retrieval	Ma, Guangyuan; Wu, Xing; Wang, Peng; Lin, Zijia; Hu, Songlin	2023			2308.08285		https://arxiv.org/abs/2308.08285	https://arxiv.org/abs/2308.08285	https://api.datacite.org/dois/10.48550/arxiv.2308.08285		matched	ok	abstract_available_not_read	False	False
P0745	InPars-v2: Large Language Models as Efficient Dataset Generators for Information Retrieval	InPars-v2: Large Language Models as Efficient Dataset Generators for Information Retrieval	Jeronymo, Vitor; Bonifacio, Luiz; Abonizio, Hugo; Fadaee, Marzieh; Lotufo, Roberto; Zavrel, Jakub; Nogueira, Rodrigo	2023			2301.01820		https://arxiv.org/abs/2301.01820	https://arxiv.org/abs/2301.01820	https://api.datacite.org/dois/10.48550/arxiv.2301.01820		matched	ok	abstract_available_not_read	False	False
P0746	AugTriever: Unsupervised Dense Retrieval and Domain Adaptation by Scalable Data Augmentation	AugTriever: Unsupervised Dense Retrieval and Domain Adaptation by Scalable Data Augmentation	Meng, Rui; Liu, Ye; Yavuz, Semih; Agarwal, Divyansh; Tu, Lifu; Yu, Ning; Zhang, Jianguo; Bhat, Meghana; Zhou, Yingbo	2022			2212.08841		https://arxiv.org/abs/2212.08841	https://arxiv.org/abs/2212.08841	https://api.datacite.org/dois/10.48550/arxiv.2212.08841		matched	ok	abstract_available_not_read	False	False
P0747	Soft Prompt Tuning for Augmenting Dense Retrieval with Large Language Models	Soft Prompt Tuning for Augmenting Dense Retrieval with Large Language Models	Peng, Zhiyuan; Wu, Xuyang; Wang, Qifan; Fang, Yi	2023			2307.08303		https://arxiv.org/abs/2307.08303	https://arxiv.org/abs/2307.08303	https://api.datacite.org/dois/10.48550/arxiv.2307.08303		matched	ok	abstract_available_not_read	False	False
P0748	CONVERSER: Few-shot Conversational Dense Retrieval with Synthetic Data Generation	CONVERSER: Few-shot Conversational Dense Retrieval with Synthetic Data Generation	Chao-Wei Huang; Chen-Yu Hsu; Tsu-Yuan Hsu; Chen-An Li; Yun-Nung Chen		2023	Proceedings of the 24th Annual Meeting of the Special Interest Group on Discourse and Dialogue		10.18653/v1/2023.sigdial-1.34	https://aclanthology.org/2023.sigdial-1.34/	https://doi.org/10.18653/v1/2023.sigdial-1.34	https://aclanthology.org/2023.sigdial-1.34/		matched	200	abstract_available_not_read	False	False
P0749	Leveraging LLMs for Synthesizing Training Data Across Many Languages in Multilingual Dense Retrieval	Leveraging LLMs for Synthesizing Training Data Across Many Languages in Multilingual Dense Retrieval	Thakur, Nandan; Ni, Jianmo; Ábrego, Gustavo Hernández; Wieting, John; Lin, Jimmy; Cer, Daniel	2023			2311.05800		https://arxiv.org/abs/2311.05800	https://arxiv.org/abs/2311.05800	https://api.datacite.org/dois/10.48550/arxiv.2311.05800		matched	ok	abstract_available_not_read	False	False
P0750	Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators	Beyond Factuality: A Comprehensive Evaluation of Large Language Models as Knowledge Generators	Chen, Liang; Deng, Yang; Bian, Yatao; Qin, Zeyu; Wu, Bingzhe; Chua, Tat-Seng; Wong, Kam-Fai	2023			2310.07289		https://arxiv.org/abs/2310.07289	https://arxiv.org/abs/2310.07289	https://api.datacite.org/dois/10.48550/arxiv.2310.07289		matched	ok	abstract_available_not_read	False	False
P0751	Gecko: Versatile Text Embeddings Distilled from Large Language Models	Gecko: Versatile Text Embeddings Distilled from Large Language Models	Lee, Jinhyuk; Dai, Zhuyun; Ren, Xiaoqi; Chen, Blair; Cer, Daniel; Cole, Jeremy R.; Hui, Kai; Boratko, Michael; Kapadia, Rajvi; Ding, Wen; Luan, Yi; Duddu, Sai Meher Karthik; Abrego, Gustavo Hernandez; Shi, Weiqiang; Gupta, Nithi; Kusupati, Aditya; Jain, Prateek; Jonnalagadda, Siddhartha Reddy; Chang, Ming-Wei; Naim, Iftekhar	2024			2403.20327		https://arxiv.org/abs/2403.20327	https://arxiv.org/abs/2403.20327	https://api.datacite.org/dois/10.48550/arxiv.2403.20327		matched	ok	abstract_available_not_read	False	False
P0752	Improving Text Embeddings with Large Language Models	Improving Text Embeddings with Large Language Models	Liang Wang; Nan Yang; Xiaolong Huang; Linjun Yang; Rangan Majumder; Furu Wei		2024	Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)		10.18653/v1/2024.acl-long.642	https://aclanthology.org/2024.acl-long.642/	https://doi.org/10.18653/v1/2024.acl-long.642	https://aclanthology.org/2024.acl-long.642/		matched	200	abstract_available_not_read	False	False
P0753	Fine-Tuning LLaMA for Multi-Stage Text Retrieval	Fine-Tuning LLaMA for Multi-Stage Text Retrieval	Ma, Xueguang; Wang, Liang; Yang, Nan; Wei, Furu; Lin, Jimmy	2023			2310.08319		https://arxiv.org/abs/2310.08319	https://arxiv.org/abs/2310.08319	https://api.datacite.org/dois/10.48550/arxiv.2310.08319		matched	ok	abstract_available_not_read	False	False
